Request Path,Date Time,Sum of Traffic
/API_Homework5/movie/16250fea-2523-11e7-a2c2-122e0737977d,2017-04-19 05:15:00+0000,0
/API_Homework5/movie/16250fea-2523-11e7-a2c2-122e0737977d,2017-04-19 05:16:00+0000,0
/API_Homework5/movie/16250fea-2523-11e7-a2c2-122e0737977d,2017-04-19 05:17:00+0000,0
/API_Homework5/movie/16250fea-2523-11e7-a2c2-122e0737977d,2017-04-19 05:18:00+0000,0
/API_Homework5/movie/16250fea-2523-11e7-a2c2-122e0737977d,2017-04-19 05:19:00+0000,0
/API_Homework5/movie/16250fea-2523-11e7-a2c2-122e0737977d,2017-04-19 05:20:00+0000,0
/API_Homework5/movie/16250fea-2523-11e7-a2c2-122e0737977d,2017-04-19 05:27:00+0000,0
/API_Homework5/movie/16250fea-2523-11e7-a2c2-122e0737977d,2017-04-19 05:28:00+0000,0
/API_Homework5/movie/16250fea-2523-11e7-a2c2-122e0737977d,2017-04-19 05:29:00+0000,0
/API_Homework5/movie/16250fea-2523-11e7-a2c2-122e0737977d,2017-04-19 05:30:00+0000,0
/API_Homework5/movie/16250fea-2523-11e7-a2c2-122e0737977d,2017-04-19 05:31:00+0000,0
/API_Homework5/movie/16250fea-2523-11e7-a2c2-122e0737977d,2017-04-19 05:32:00+0000,0
/API_Homework5/movie/16250fea-2523-11e7-a2c2-122e0737977d,2017-04-19 05:40:00+0000,0
/API_Homework5/movie/16250fea-2523-11e7-a2c2-122e0737977d,2017-04-19 05:41:00+0000,0
/API_Homework5/movie/16250fea-2523-11e7-a2c2-122e0737977d,2017-04-19 05:42:00+0000,0
/API_Homework5/movie/16250fea-2523-11e7-a2c2-122e0737977d,2017-04-19 05:52:00+0000,0
/API_Homework5/movie/16250fea-2523-11e7-a2c2-122e0737977d,2017-04-19 05:53:00+0000,0
